"country","date","deaths","schools_universities","self_isolating_if_ill","public_events","lockdown","social_distancing_encouraged","pop"
"Norway",2020-02-24,0,0,0,0,0,0,5421242
"Norway",2020-02-25,0,0,0,0,0,0,5421242
"Norway",2020-02-26,0,0,0,0,0,0,5421242
"Norway",2020-02-27,0,0,0,0,0,0,5421242
"Norway",2020-02-28,0,0,0,0,0,0,5421242
"Norway",2020-02-29,0,0,0,0,0,0,5421242
"Norway",2020-03-01,0,0,0,0,0,0,5421242
"Norway",2020-03-02,0,0,0,0,0,0,5421242
"Norway",2020-03-03,0,0,0,0,0,0,5421242
"Norway",2020-03-04,0,0,0,0,0,0,5421242
"Norway",2020-03-05,0,0,0,0,0,0,5421242
"Norway",2020-03-06,0,0,0,0,0,0,5421242
"Norway",2020-03-07,0,0,0,0,0,0,5421242
"Norway",2020-03-08,0,0,0,0,0,0,5421242
"Norway",2020-03-09,0,0,0,0,0,0,5421242
"Norway",2020-03-10,0,0,0,0,0,0,5421242
"Norway",2020-03-11,0,0,0,0,0,0,5421242
"Norway",2020-03-12,0,0,0,1,0,0,5421242
"Norway",2020-03-13,1,1,0,1,0,0,5421242
"Norway",2020-03-14,0,1,0,1,0,0,5421242
"Norway",2020-03-15,0,1,1,1,0,0,5421242
"Norway",2020-03-16,0,1,1,1,0,1,5421242
"Norway",2020-03-17,2,1,1,1,0,1,5421242
"Norway",2020-03-18,0,1,1,1,0,1,5421242
"Norway",2020-03-19,0,1,1,1,0,1,5421242
"Norway",2020-03-20,3,1,1,1,0,1,5421242
"Norway",2020-03-21,1,1,1,1,0,1,5421242
"Norway",2020-03-22,0,1,1,1,0,1,5421242
"Norway",2020-03-23,0,1,1,1,0,1,5421242
"Norway",2020-03-24,1,1,1,1,1,1,5421242
"Norway",2020-03-25,2,1,1,1,1,1,5421242
"Norway",2020-03-26,2,1,1,1,1,1,5421242
"Norway",2020-03-27,2,1,1,1,1,1,5421242
"Norway",2020-03-28,2,1,1,1,1,1,5421242
"Norway",2020-03-29,4,1,1,1,1,1,5421242
"Norway",2020-03-30,2,1,1,1,1,1,5421242
"Norway",2020-03-31,4,1,1,1,1,1,5421242
"Norway",2020-04-01,2,1,1,1,1,1,5421242
"Norway",2020-04-02,4,1,1,1,1,1,5421242
"Norway",2020-04-03,10,1,1,1,1,1,5421242
"Norway",2020-04-04,2,1,1,1,1,1,5421242
"Norway",2020-04-05,6,1,1,1,1,1,5421242
"Norway",2020-04-06,8,1,1,1,1,1,5421242
"Norway",2020-04-07,1,1,1,1,1,1,5421242
"Norway",2020-04-08,10,1,1,1,1,1,5421242
"Norway",2020-04-09,11,1,1,1,1,1,5421242
"Norway",2020-04-10,8,1,1,1,1,1,5421242
"Norway",2020-04-11,4,1,1,1,1,1,5421242
"Norway",2020-04-12,6,1,1,1,1,1,5421242
"Norway",2020-04-13,5,1,1,1,1,1,5421242
"Norway",2020-04-14,11,1,1,1,1,1,5421242
"Norway",2020-04-15,13,1,1,1,1,1,5421242
"Norway",2020-04-16,3,1,1,1,1,1,5421242
"Norway",2020-04-17,6,1,1,1,1,1,5421242
"Norway",2020-04-18,0,1,1,1,1,1,5421242
"Norway",2020-04-19,12,1,1,1,1,1,5421242
"Norway",2020-04-20,6,1,1,1,1,1,5421242
"Norway",2020-04-21,0,1,1,1,1,1,5421242
"Norway",2020-04-22,9,1,1,1,1,1,5421242
"Norway",2020-04-23,6,1,1,1,1,1,5421242
"Norway",2020-04-24,11,1,1,1,1,1,5421242
"Norway",2020-04-25,11,1,1,1,1,1,5421242
"Norway",2020-04-26,2,1,1,1,1,1,5421242
"Norway",2020-04-27,0,1,1,1,1,1,5421242
"Norway",2020-04-28,0,1,1,1,1,1,5421242
"Norway",2020-04-29,2,1,1,1,1,1,5421242
"Norway",2020-04-30,7,1,1,1,1,1,5421242
"Norway",2020-05-01,2,1,1,1,1,1,5421242
"Norway",2020-05-02,0,1,1,1,1,1,5421242
"Norway",2020-05-03,0,1,1,1,1,1,5421242
"Norway",2020-05-04,4,1,1,1,1,1,5421242
"Norway",2020-05-05,0,1,1,1,1,1,5421242
"Spain",2020-02-09,0,0,0,0,0,0,46754783
"Spain",2020-02-10,0,0,0,0,0,0,46754783
"Spain",2020-02-11,0,0,0,0,0,0,46754783
"Spain",2020-02-12,0,0,0,0,0,0,46754783
"Spain",2020-02-13,0,0,0,0,0,0,46754783
"Spain",2020-02-14,0,0,0,0,0,0,46754783
"Spain",2020-02-15,0,0,0,0,0,0,46754783
"Spain",2020-02-16,0,0,0,0,0,0,46754783
"Spain",2020-02-17,0,0,0,0,0,0,46754783
"Spain",2020-02-18,0,0,0,0,0,0,46754783
"Spain",2020-02-19,0,0,0,0,0,0,46754783
"Spain",2020-02-20,0,0,0,0,0,0,46754783
"Spain",2020-02-21,0,0,0,0,0,0,46754783
"Spain",2020-02-22,0,0,0,0,0,0,46754783
"Spain",2020-02-23,0,0,0,0,0,0,46754783
"Spain",2020-02-24,0,0,0,0,0,0,46754783
"Spain",2020-02-25,0,0,0,0,0,0,46754783
"Spain",2020-02-26,0,0,0,0,0,0,46754783
"Spain",2020-02-27,0,0,0,0,0,0,46754783
"Spain",2020-02-28,0,0,0,0,0,0,46754783
"Spain",2020-02-29,0,0,0,0,0,0,46754783
"Spain",2020-03-01,0,0,0,0,0,0,46754783
"Spain",2020-03-02,0,0,0,0,0,0,46754783
"Spain",2020-03-03,0,0,0,0,0,0,46754783
"Spain",2020-03-04,0,0,0,0,0,0,46754783
"Spain",2020-03-05,1,0,0,0,0,0,46754783
"Spain",2020-03-06,2,0,0,0,0,0,46754783
"Spain",2020-03-07,2,0,0,0,0,0,46754783
"Spain",2020-03-08,0,0,0,0,0,0,46754783
"Spain",2020-03-09,0,0,0,0,0,1,46754783
"Spain",2020-03-10,23,0,0,0,0,1,46754783
"Spain",2020-03-11,7,0,0,0,0,1,46754783
"Spain",2020-03-12,12,0,0,0,0,1,46754783
"Spain",2020-03-13,37,1,0,0,0,1,46754783
"Spain",2020-03-14,37,1,1,1,1,1,46754783
"Spain",2020-03-15,15,1,1,1,1,1,46754783
"Spain",2020-03-16,152,1,1,1,1,1,46754783
"Spain",2020-03-17,21,1,1,1,1,1,46754783
"Spain",2020-03-18,182,1,1,1,1,1,46754783
"Spain",2020-03-19,107,1,1,1,1,1,46754783
"Spain",2020-03-20,169,1,1,1,1,1,46754783
"Spain",2020-03-21,235,1,1,1,1,1,46754783
"Spain",2020-03-22,324,1,1,1,1,1,46754783
"Spain",2020-03-23,394,1,1,1,1,1,46754783
"Spain",2020-03-24,462,1,1,1,1,1,46754783
"Spain",2020-03-25,514,1,1,1,1,1,46754783
"Spain",2020-03-26,738,1,1,1,1,1,46754783
"Spain",2020-03-27,655,1,1,1,1,1,46754783
"Spain",2020-03-28,769,1,1,1,1,1,46754783
"Spain",2020-03-29,832,1,1,1,1,1,46754783
"Spain",2020-03-30,838,1,1,1,1,1,46754783
"Spain",2020-03-31,812,1,1,1,1,1,46754783
"Spain",2020-04-01,849,1,1,1,1,1,46754783
"Spain",2020-04-02,864,1,1,1,1,1,46754783
"Spain",2020-04-03,950,1,1,1,1,1,46754783
"Spain",2020-04-04,932,1,1,1,1,1,46754783
"Spain",2020-04-05,809,1,1,1,1,1,46754783
"Spain",2020-04-06,674,1,1,1,1,1,46754783
"Spain",2020-04-07,637,1,1,1,1,1,46754783
"Spain",2020-04-08,743,1,1,1,1,1,46754783
"Spain",2020-04-09,757,1,1,1,1,1,46754783
"Spain",2020-04-10,683,1,1,1,1,1,46754783
"Spain",2020-04-11,605,1,1,1,1,1,46754783
"Spain",2020-04-12,510,1,1,1,1,1,46754783
"Spain",2020-04-13,619,1,1,1,1,1,46754783
"Spain",2020-04-14,517,1,1,1,1,1,46754783
"Spain",2020-04-15,787,1,1,1,1,1,46754783
"Spain",2020-04-16,617,1,1,1,1,1,46754783
"Spain",2020-04-17,585,1,1,1,1,1,46754783
"Spain",2020-04-18,565,1,1,1,1,1,46754783
"Spain",2020-04-19,410,1,1,1,1,1,46754783
"Spain",2020-04-20,399,1,1,1,1,1,46754783
"Spain",2020-04-21,430,1,1,1,1,1,46754783
"Spain",2020-04-22,435,1,1,1,1,1,46754783
"Spain",2020-04-23,440,1,1,1,1,1,46754783
"Spain",2020-04-24,367,1,1,1,1,1,46754783
"Spain",2020-04-25,378,1,1,1,1,1,46754783
"Spain",2020-04-26,288,1,1,1,1,1,46754783
"Spain",2020-04-27,0,1,1,1,1,1,46754783
"Spain",2020-04-28,632,1,1,1,1,1,46754783
"Spain",2020-04-29,453,1,1,1,1,1,46754783
"Spain",2020-04-30,268,1,1,1,1,1,46754783
"Spain",2020-05-01,281,1,1,1,1,1,46754783
"Spain",2020-05-02,276,1,1,1,1,1,46754783
"Spain",2020-05-03,164,1,1,1,1,1,46754783
"Spain",2020-05-04,164,1,1,1,1,1,46754783
"Spain",2020-05-05,185,1,1,1,1,1,46754783
"Sweden",2020-02-18,0,0,0,0,0,0,10099270
"Sweden",2020-02-19,0,0,0,0,0,0,10099270
"Sweden",2020-02-20,0,0,0,0,0,0,10099270
"Sweden",2020-02-21,0,0,0,0,0,0,10099270
"Sweden",2020-02-22,0,0,0,0,0,0,10099270
"Sweden",2020-02-23,0,0,0,0,0,0,10099270
"Sweden",2020-02-24,0,0,0,0,0,0,10099270
"Sweden",2020-02-25,0,0,0,0,0,0,10099270
"Sweden",2020-02-26,0,0,0,0,0,0,10099270
"Sweden",2020-02-27,0,0,0,0,0,0,10099270
"Sweden",2020-02-28,0,0,0,0,0,0,10099270
"Sweden",2020-02-29,0,0,0,0,0,0,10099270
"Sweden",2020-03-01,0,0,0,0,0,0,10099270
"Sweden",2020-03-02,0,0,0,0,0,0,10099270
"Sweden",2020-03-03,0,0,0,0,0,0,10099270
"Sweden",2020-03-04,0,0,0,0,0,0,10099270
"Sweden",2020-03-05,0,0,0,0,0,0,10099270
"Sweden",2020-03-06,0,0,0,0,0,0,10099270
"Sweden",2020-03-07,0,0,0,0,0,0,10099270
"Sweden",2020-03-08,0,0,0,0,0,0,10099270
"Sweden",2020-03-09,0,0,0,0,0,0,10099270
"Sweden",2020-03-10,0,0,1,0,0,0,10099270
"Sweden",2020-03-11,0,0,1,0,0,0,10099270
"Sweden",2020-03-12,1,0,1,0,0,0,10099270
"Sweden",2020-03-13,0,0,1,0,0,0,10099270
"Sweden",2020-03-14,0,0,1,0,0,0,10099270
"Sweden",2020-03-15,0,0,1,0,0,0,10099270
"Sweden",2020-03-16,2,0,1,0,0,1,10099270
"Sweden",2020-03-17,4,0,1,0,0,1,10099270
"Sweden",2020-03-18,1,0,1,0,0,1,10099270
"Sweden",2020-03-19,2,0,1,0,0,1,10099270
"Sweden",2020-03-20,0,0,1,0,0,1,10099270
"Sweden",2020-03-21,6,0,1,0,0,1,10099270
"Sweden",2020-03-22,4,0,1,0,0,1,10099270
"Sweden",2020-03-23,1,0,1,0,0,1,10099270
"Sweden",2020-03-24,4,0,1,0,0,1,10099270
"Sweden",2020-03-25,11,0,1,0,0,1,10099270
"Sweden",2020-03-26,6,0,1,0,0,1,10099270
"Sweden",2020-03-27,24,0,1,0,0,1,10099270
"Sweden",2020-03-28,26,0,1,0,0,1,10099270
"Sweden",2020-03-29,10,0,1,1,0,1,10099270
"Sweden",2020-03-30,8,0,1,1,0,1,10099270
"Sweden",2020-03-31,36,0,1,1,0,1,10099270
"Sweden",2020-04-01,34,0,1,1,0,1,10099270
"Sweden",2020-04-02,59,0,1,1,0,1,10099270
"Sweden",2020-04-03,43,0,1,1,0,1,10099270
"Sweden",2020-04-04,51,0,1,1,0,1,10099270
"Sweden",2020-04-05,40,0,1,1,0,1,10099270
"Sweden",2020-04-06,28,0,1,1,0,1,10099270
"Sweden",2020-04-07,76,0,1,1,0,1,10099270
"Sweden",2020-04-08,114,0,1,1,0,1,10099270
"Sweden",2020-04-09,96,0,1,1,0,1,10099270
"Sweden",2020-04-10,106,0,1,1,0,1,10099270
"Sweden",2020-04-11,77,0,1,1,0,1,10099270
"Sweden",2020-04-12,17,0,1,1,0,1,10099270
"Sweden",2020-04-13,12,0,1,1,0,1,10099270
"Sweden",2020-04-14,20,0,1,1,0,1,10099270
"Sweden",2020-04-15,114,0,1,1,0,1,10099270
"Sweden",2020-04-16,170,0,1,1,0,1,10099270
"Sweden",2020-04-17,130,0,1,1,0,1,10099270
"Sweden",2020-04-18,67,0,1,1,0,1,10099270
"Sweden",2020-04-19,111,0,1,1,0,1,10099270
"Sweden",2020-04-20,29,0,1,1,0,1,10099270
"Sweden",2020-04-21,40,0,1,1,0,1,10099270
"Sweden",2020-04-22,185,0,1,1,0,1,10099270
"Sweden",2020-04-23,172,0,1,1,0,1,10099270
"Sweden",2020-04-24,84,0,1,1,0,1,10099270
"Sweden",2020-04-25,131,0,1,1,0,1,10099270
"Sweden",2020-04-26,40,0,1,1,0,1,10099270
"Sweden",2020-04-27,2,0,1,1,0,1,10099270
"Sweden",2020-04-28,80,0,1,1,0,1,10099270
"Sweden",2020-04-29,81,0,1,1,0,1,10099270
"Sweden",2020-04-30,107,0,1,1,0,1,10099270
"Sweden",2020-05-01,124,0,1,1,0,1,10099270
"Sweden",2020-05-02,67,0,1,1,0,1,10099270
"Sweden",2020-05-03,16,0,1,1,0,1,10099270
"Sweden",2020-05-04,10,0,1,1,0,1,10099270
"Sweden",2020-05-05,90,0,1,1,0,1,10099270
"Switzerland",2020-02-14,0,0,0,0,0,0,8654618
"Switzerland",2020-02-15,0,0,0,0,0,0,8654618
"Switzerland",2020-02-16,0,0,0,0,0,0,8654618
"Switzerland",2020-02-17,0,0,0,0,0,0,8654618
"Switzerland",2020-02-18,0,0,0,0,0,0,8654618
"Switzerland",2020-02-19,0,0,0,0,0,0,8654618
"Switzerland",2020-02-20,0,0,0,0,0,0,8654618
"Switzerland",2020-02-21,0,0,0,0,0,0,8654618
"Switzerland",2020-02-22,0,0,0,0,0,0,8654618
"Switzerland",2020-02-23,0,0,0,0,0,0,8654618
"Switzerland",2020-02-24,0,0,0,0,0,0,8654618
"Switzerland",2020-02-25,0,0,0,0,0,0,8654618
"Switzerland",2020-02-26,0,0,0,0,0,0,8654618
"Switzerland",2020-02-27,0,0,0,0,0,0,8654618
"Switzerland",2020-02-28,0,0,0,0,0,0,8654618
"Switzerland",2020-02-29,0,0,0,0,0,0,8654618
"Switzerland",2020-03-01,0,0,0,0,0,0,8654618
"Switzerland",2020-03-02,0,0,1,0,0,0,8654618
"Switzerland",2020-03-03,0,0,1,0,0,0,8654618
"Switzerland",2020-03-04,0,0,1,0,0,0,8654618
"Switzerland",2020-03-05,0,0,1,0,0,0,8654618
"Switzerland",2020-03-06,1,0,1,0,0,0,8654618
"Switzerland",2020-03-07,0,0,1,0,0,0,8654618
"Switzerland",2020-03-08,0,0,1,0,0,0,8654618
"Switzerland",2020-03-09,1,0,1,0,0,0,8654618
"Switzerland",2020-03-10,0,0,1,0,0,0,8654618
"Switzerland",2020-03-11,1,0,1,0,0,0,8654618
"Switzerland",2020-03-12,1,0,1,0,0,0,8654618
"Switzerland",2020-03-13,0,0,1,1,0,0,8654618
"Switzerland",2020-03-14,3,1,1,1,0,0,8654618
"Switzerland",2020-03-15,4,1,1,1,0,0,8654618
"Switzerland",2020-03-16,2,1,1,1,0,1,8654618
"Switzerland",2020-03-17,1,1,1,1,0,1,8654618
"Switzerland",2020-03-18,5,1,1,1,0,1,8654618
"Switzerland",2020-03-19,2,1,1,1,0,1,8654618
"Switzerland",2020-03-20,12,1,1,1,1,1,8654618
"Switzerland",2020-03-21,10,1,1,1,1,1,8654618
"Switzerland",2020-03-22,13,1,1,1,1,1,8654618
"Switzerland",2020-03-23,4,1,1,1,1,1,8654618
"Switzerland",2020-03-24,6,1,1,1,1,1,8654618
"Switzerland",2020-03-25,20,1,1,1,1,1,8654618
"Switzerland",2020-03-26,17,1,1,1,1,1,8654618
"Switzerland",2020-03-27,58,1,1,1,1,1,8654618
"Switzerland",2020-03-28,36,1,1,1,1,1,8654618
"Switzerland",2020-03-29,38,1,1,1,1,1,8654618
"Switzerland",2020-03-30,22,1,1,1,1,1,8654618
"Switzerland",2020-03-31,38,1,1,1,1,1,8654618
"Switzerland",2020-04-01,78,1,1,1,1,1,8654618
"Switzerland",2020-04-02,5,1,1,1,1,1,8654618
"Switzerland",2020-04-03,54,1,1,1,1,1,8654618
"Switzerland",2020-04-04,52,1,1,1,1,1,8654618
"Switzerland",2020-04-05,56,1,1,1,1,1,8654618
"Switzerland",2020-04-06,19,1,1,1,1,1,8654618
"Switzerland",2020-04-07,25,1,1,1,1,1,8654618
"Switzerland",2020-04-08,57,1,1,1,1,1,8654618
"Switzerland",2020-04-09,64,1,1,1,1,1,8654618
"Switzerland",2020-04-10,51,1,1,1,1,1,8654618
"Switzerland",2020-04-11,49,1,1,1,1,1,8654618
"Switzerland",2020-04-12,26,1,1,1,1,1,8654618
"Switzerland",2020-04-13,27,1,1,1,1,1,8654618
"Switzerland",2020-04-14,0,1,1,1,1,1,8654618
"Switzerland",2020-04-15,42,1,1,1,1,1,8654618
"Switzerland",2020-04-16,73,1,1,1,1,1,8654618
"Switzerland",2020-04-17,43,1,1,1,1,1,8654618
"Switzerland",2020-04-18,42,1,1,1,1,1,8654618
"Switzerland",2020-04-19,52,1,1,1,1,1,8654618
"Switzerland",2020-04-20,24,1,1,1,1,1,8654618
"Switzerland",2020-04-21,7,1,1,1,1,1,8654618
"Switzerland",2020-04-22,45,1,1,1,1,1,8654618
"Switzerland",2020-04-23,30,1,1,1,1,1,8654618
"Switzerland",2020-04-24,51,1,1,1,1,1,8654618
"Switzerland",2020-04-25,41,1,1,1,1,1,8654618
"Switzerland",2020-04-26,20,1,1,1,1,1,8654618
"Switzerland",2020-04-27,8,1,1,1,1,1,8654618
"Switzerland",2020-04-28,16,1,1,1,1,1,8654618
"Switzerland",2020-04-29,27,1,1,1,1,1,8654618
"Switzerland",2020-04-30,28,1,1,1,1,1,8654618
"Switzerland",2020-05-01,15,1,1,1,1,1,8654618
"Switzerland",2020-05-02,12,1,1,1,1,1,8654618
"Switzerland",2020-05-03,32,1,1,1,1,1,8654618
"Switzerland",2020-05-04,6,1,1,1,1,1,8654618
"Switzerland",2020-05-05,4,1,1,1,1,1,8654618
"United_Kingdom",2020-02-13,0,0,0,0,0,0,67886004
"United_Kingdom",2020-02-14,0,0,0,0,0,0,67886004
"United_Kingdom",2020-02-15,0,0,0,0,0,0,67886004
"United_Kingdom",2020-02-16,0,0,0,0,0,0,67886004
"United_Kingdom",2020-02-17,0,0,0,0,0,0,67886004
"United_Kingdom",2020-02-18,0,0,0,0,0,0,67886004
"United_Kingdom",2020-02-19,0,0,0,0,0,0,67886004
"United_Kingdom",2020-02-20,0,0,0,0,0,0,67886004
"United_Kingdom",2020-02-21,0,0,0,0,0,0,67886004
"United_Kingdom",2020-02-22,0,0,0,0,0,0,67886004
"United_Kingdom",2020-02-23,0,0,0,0,0,0,67886004
"United_Kingdom",2020-02-24,0,0,0,0,0,0,67886004
"United_Kingdom",2020-02-25,0,0,0,0,0,0,67886004
"United_Kingdom",2020-02-26,0,0,0,0,0,0,67886004
"United_Kingdom",2020-02-27,0,0,0,0,0,0,67886004
"United_Kingdom",2020-02-28,0,0,0,0,0,0,67886004
"United_Kingdom",2020-02-29,0,0,0,0,0,0,67886004
"United_Kingdom",2020-03-01,0,0,0,0,0,0,67886004
"United_Kingdom",2020-03-02,0,0,0,0,0,0,67886004
"United_Kingdom",2020-03-03,0,0,0,0,0,0,67886004
"United_Kingdom",2020-03-04,0,0,0,0,0,0,67886004
"United_Kingdom",2020-03-05,0,0,0,0,0,0,67886004
"United_Kingdom",2020-03-06,0,0,0,0,0,0,67886004
"United_Kingdom",2020-03-07,1,0,0,0,0,0,67886004
"United_Kingdom",2020-03-08,1,0,0,0,0,0,67886004
"United_Kingdom",2020-03-09,0,0,0,0,0,0,67886004
"United_Kingdom",2020-03-10,1,0,0,0,0,0,67886004
"United_Kingdom",2020-03-11,4,0,0,0,0,0,67886004
"United_Kingdom",2020-03-12,0,0,1,0,0,0,67886004
"United_Kingdom",2020-03-13,2,0,1,0,0,0,67886004
"United_Kingdom",2020-03-14,1,0,1,0,0,0,67886004
"United_Kingdom",2020-03-15,18,0,1,0,0,0,67886004
"United_Kingdom",2020-03-16,15,0,1,0,0,1,67886004
"United_Kingdom",2020-03-17,22,0,1,0,0,1,67886004
"United_Kingdom",2020-03-18,16,0,1,0,0,1,67886004
"United_Kingdom",2020-03-19,34,0,1,0,0,1,67886004
"United_Kingdom",2020-03-20,43,0,1,0,0,1,67886004
"United_Kingdom",2020-03-21,36,1,1,0,0,1,67886004
"United_Kingdom",2020-03-22,56,1,1,0,0,1,67886004
"United_Kingdom",2020-03-23,35,1,1,0,0,1,67886004
"United_Kingdom",2020-03-24,74,1,1,1,1,1,67886004
"United_Kingdom",2020-03-25,149,1,1,1,1,1,67886004
"United_Kingdom",2020-03-26,186,1,1,1,1,1,67886004
"United_Kingdom",2020-03-27,183,1,1,1,1,1,67886004
"United_Kingdom",2020-03-28,284,1,1,1,1,1,67886004
"United_Kingdom",2020-03-29,294,1,1,1,1,1,67886004
"United_Kingdom",2020-03-30,214,1,1,1,1,1,67886004
"United_Kingdom",2020-03-31,374,1,1,1,1,1,67886004
"United_Kingdom",2020-04-01,382,1,1,1,1,1,67886004
"United_Kingdom",2020-04-02,670,1,1,1,1,1,67886004
"United_Kingdom",2020-04-03,652,1,1,1,1,1,67886004
"United_Kingdom",2020-04-04,714,1,1,1,1,1,67886004
"United_Kingdom",2020-04-05,760,1,1,1,1,1,67886004
"United_Kingdom",2020-04-06,644,1,1,1,1,1,67886004
"United_Kingdom",2020-04-07,568,1,1,1,1,1,67886004
"United_Kingdom",2020-04-08,1038,1,1,1,1,1,67886004
"United_Kingdom",2020-04-09,1034,1,1,1,1,1,67886004
"United_Kingdom",2020-04-10,1103,1,1,1,1,1,67886004
"United_Kingdom",2020-04-11,1152,1,1,1,1,1,67886004
"United_Kingdom",2020-04-12,839,1,1,1,1,1,67886004
"United_Kingdom",2020-04-13,686,1,1,1,1,1,67886004
"United_Kingdom",2020-04-14,744,1,1,1,1,1,67886004
"United_Kingdom",2020-04-15,1044,1,1,1,1,1,67886004
"United_Kingdom",2020-04-16,842,1,1,1,1,1,67886004
"United_Kingdom",2020-04-17,1029,1,1,1,1,1,67886004
"United_Kingdom",2020-04-18,935,1,1,1,1,1,67886004
"United_Kingdom",2020-04-19,1115,1,1,1,1,1,67886004
"United_Kingdom",2020-04-20,498,1,1,1,1,1,67886004
"United_Kingdom",2020-04-21,559,1,1,1,1,1,67886004
"United_Kingdom",2020-04-22,1172,1,1,1,1,1,67886004
"United_Kingdom",2020-04-23,837,1,1,1,1,1,67886004
"United_Kingdom",2020-04-24,727,1,1,1,1,1,67886004
"United_Kingdom",2020-04-25,1005,1,1,1,1,1,67886004
"United_Kingdom",2020-04-26,843,1,1,1,1,1,67886004
"United_Kingdom",2020-04-27,420,1,1,1,1,1,67886004
"United_Kingdom",2020-04-28,338,1,1,1,1,1,67886004
"United_Kingdom",2020-04-29,909,1,1,1,1,1,67886004
"United_Kingdom",2020-04-30,795,1,1,1,1,1,67886004
"United_Kingdom",2020-05-01,674,1,1,1,1,1,67886004
"United_Kingdom",2020-05-02,739,1,1,1,1,1,67886004
"United_Kingdom",2020-05-03,621,1,1,1,1,1,67886004
"United_Kingdom",2020-05-04,315,1,1,1,1,1,67886004
"United_Kingdom",2020-05-05,288,1,1,1,1,1,67886004
